epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,516.701,0.40323,0.30452,0.91963,1,0.99494,0.995,0.93859,0.33553,0.25761,0.73109,0.0011684,0.0011684,0.0011684
44,533.321,0.39688,0.28445,0.90693,0.99953,1,0.995,0.93376,0.37226,0.26605,0.74086,0.0011486,0.0011486,0.0011486
45,549.604,0.3685,0.27145,0.90311,0.99875,1,0.995,0.96548,0.32121,0.25611,0.7274,0.0011288,0.0011288,0.0011288
46,567.252,0.40287,0.2859,0.91785,0.99171,1,0.99008,0.92834,0.31967,0.25732,0.72537,0.001109,0.001109,0.001109
47,584.222,0.38694,0.28376,0.91696,0.99894,1,0.995,0.92368,0.34172,0.24301,0.74153,0.0010892,0.0010892,0.0010892
48,601.479,0.37872,0.28035,0.91875,0.99954,1,0.995,0.92598,0.35754,0.23958,0.75759,0.0010694,0.0010694,0.0010694
49,619.108,0.37479,0.26859,0.93124,0.99954,1,0.995,0.95562,0.32241,0.21038,0.71654,0.0010496,0.0010496,0.0010496
50,636.175,0.34467,0.25987,0.91367,0.99945,1,0.995,0.93562,0.35478,0.24461,0.7363,0.0010298,0.0010298,0.0010298
51,650.698,0.36994,0.27107,0.91766,0.99945,1,0.995,0.94277,0.32458,0.24481,0.72702,0.00101,0.00101,0.00101
52,667.484,0.38879,0.27728,0.9165,0.99948,1,0.995,0.94096,0.35963,0.25297,0.72764,0.0009902,0.0009902,0.0009902
53,685.602,0.35788,0.30819,0.9099,0.99944,1,0.995,0.94653,0.32866,0.24593,0.71992,0.0009704,0.0009704,0.0009704
54,702.177,0.39172,0.28338,0.92737,0.99124,1,0.995,0.9476,0.32828,0.22143,0.71797,0.0009506,0.0009506,0.0009506
55,719.622,0.38197,0.26232,0.9204,0.99951,1,0.995,0.9506,0.32085,0.23779,0.72104,0.0009308,0.0009308,0.0009308
56,737.441,0.38178,0.27472,0.90802,0.99959,1,0.995,0.95517,0.31266,0.23576,0.71281,0.000911,0.000911,0.000911
57,755.413,0.35836,0.26248,0.90814,0.99941,1,0.995,0.93899,0.33613,0.24032,0.71957,0.0008912,0.0008912,0.0008912
58,773.787,0.44616,0.33108,1.01573,0.99922,1,0.995,0.94567,0.3074,0.22897,0.71228,0.0008714,0.0008714,0.0008714
59,791.026,0.36863,0.26817,0.913,0.99953,1,0.995,0.95209,0.32308,0.23143,0.71298,0.0008516,0.0008516,0.0008516
60,807.202,0.36347,0.26725,0.92315,0.99957,1,0.995,0.95093,0.32119,0.22257,0.72112,0.0008318,0.0008318,0.0008318
61,821.533,0.35662,0.2841,0.91236,0.99206,1,0.995,0.93066,0.38392,0.26207,0.75415,0.000812,0.000812,0.000812
62,836.212,0.34978,0.24563,0.90475,0.99933,1,0.995,0.9486,0.32565,0.24166,0.72495,0.0007922,0.0007922,0.0007922
63,851.677,0.36663,0.27366,0.90643,0.99955,1,0.995,0.93897,0.33012,0.23067,0.71591,0.0007724,0.0007724,0.0007724
64,868.823,0.35542,0.24744,0.90267,0.99197,0.99213,0.995,0.95066,0.30182,0.22003,0.70507,0.0007526,0.0007526,0.0007526
65,885.796,0.36312,0.25527,0.91595,0.99896,1,0.995,0.94867,0.32053,0.2093,0.721,0.0007328,0.0007328,0.0007328
66,900.827,0.35693,0.25141,0.9057,0.99941,1,0.995,0.95421,0.31562,0.23393,0.72427,0.000713,0.000713,0.000713
67,915.683,0.32451,0.24314,0.89664,0.99651,1,0.995,0.95623,0.3199,0.24257,0.72358,0.0006932,0.0006932,0.0006932
68,934.693,0.3485,0.24626,0.90586,0.99955,1,0.995,0.96218,0.30366,0.22461,0.70729,0.0006734,0.0006734,0.0006734
69,952.153,0.33724,0.23907,0.88905,1,0.99911,0.995,0.96048,0.30517,0.22239,0.70788,0.0006536,0.0006536,0.0006536
70,969.956,0.34162,0.24179,0.90483,0.99179,1,0.995,0.9626,0.3058,0.22871,0.70795,0.0006338,0.0006338,0.0006338
71,988.063,0.33729,0.25299,0.91533,0.99754,0.99213,0.995,0.97021,0.29042,0.22345,0.70407,0.000614,0.000614,0.000614
72,1006.49,0.33433,0.23692,0.89228,0.99177,0.99213,0.995,0.96569,0.30423,0.2346,0.71817,0.0005942,0.0005942,0.0005942
73,1024.78,0.33588,0.23674,0.90785,0.99183,0.99213,0.995,0.96149,0.29656,0.21401,0.71152,0.0005744,0.0005744,0.0005744
74,1045.76,0.33273,0.23674,0.89533,0.99157,1,0.995,0.97086,0.28668,0.20211,0.71145,0.0005546,0.0005546,0.0005546
75,1068.44,0.33437,0.23047,0.90942,0.99972,1,0.995,0.97034,0.28828,0.20897,0.7131,0.0005348,0.0005348,0.0005348
76,1086.14,0.31579,0.2255,0.89674,0.99961,1,0.995,0.96069,0.30791,0.20737,0.70585,0.000515,0.000515,0.000515
77,1107.29,0.30861,0.24082,0.89079,0.99959,1,0.995,0.96525,0.27848,0.20926,0.69492,0.0004952,0.0004952,0.0004952
78,1121.8,0.31524,0.22845,0.90093,0.9996,1,0.995,0.96486,0.28922,0.19729,0.70254,0.0004754,0.0004754,0.0004754
79,1136.34,0.30557,0.22655,0.90203,0.99965,1,0.995,0.9621,0.28225,0.19382,0.69521,0.0004556,0.0004556,0.0004556
80,1151.24,0.32026,0.22773,0.89962,1,0.99899,0.995,0.96128,0.29858,0.19916,0.69733,0.0004358,0.0004358,0.0004358
81,1166.26,0.29501,0.21499,0.87803,1,0.99963,0.995,0.97581,0.26782,0.19342,0.69702,0.000416,0.000416,0.000416
82,1181.36,0.29905,0.22114,0.88877,0.99966,1,0.995,0.97336,0.26852,0.18619,0.69426,0.0003962,0.0003962,0.0003962
83,1196.07,0.31015,0.21734,0.8976,0.99938,1,0.995,0.97053,0.26454,0.18832,0.68837,0.0003764,0.0003764,0.0003764
84,1210.62,0.30813,0.21471,0.89467,0.99216,1,0.995,0.96735,0.2615,0.19553,0.68525,0.0003566,0.0003566,0.0003566
85,1226.39,0.29631,0.2031,0.89551,0.9917,1,0.995,0.96794,0.25692,0.19169,0.68535,0.0003368,0.0003368,0.0003368
86,1244.33,0.29443,0.22481,0.89649,0.99746,1,0.995,0.98078,0.2474,0.19368,0.67961,0.000317,0.000317,0.000317
87,1258.55,0.29669,0.20902,0.8975,0.99914,1,0.995,0.98197,0.25028,0.19578,0.6817,0.0002972,0.0002972,0.0002972
88,1272.92,0.27707,0.20525,0.88356,1,0.99695,0.995,0.97564,0.25168,0.18538,0.68602,0.0002774,0.0002774,0.0002774
89,1287.21,0.27312,0.20014,0.87426,0.99214,0.99383,0.995,0.96923,0.25596,0.18941,0.6869,0.0002576,0.0002576,0.0002576
90,1301.6,0.28973,0.20418,0.89736,0.99217,0.99828,0.995,0.97342,0.25705,0.17941,0.68842,0.0002378,0.0002378,0.0002378
91,1339.69,0.23309,0.17641,0.85744,0.9983,1,0.995,0.97372,0.27252,0.18716,0.69226,0.000218,0.000218,0.000218
92,1349.2,0.23829,0.17153,0.86714,0.99874,1,0.995,0.96985,0.26136,0.18613,0.6853,0.0001982,0.0001982,0.0001982
93,1362.77,0.23086,0.16825,0.85315,0.9994,1,0.995,0.97411,0.26616,0.1863,0.69287,0.0001784,0.0001784,0.0001784
94,1376.7,0.23679,0.18051,0.86507,0.99951,1,0.995,0.97453,0.24861,0.18497,0.67819,0.0001586,0.0001586,0.0001586
95,1390.65,0.22891,0.1655,0.84796,0.9995,1,0.995,0.98011,0.2425,0.18385,0.67695,0.0001388,0.0001388,0.0001388
96,1404.66,0.22432,0.15756,0.84385,0.99922,1,0.995,0.97689,0.24518,0.17481,0.67517,0.000119,0.000119,0.000119
97,1418.81,0.21979,0.15172,0.86308,0.9933,1,0.995,0.98522,0.23953,0.17766,0.6752,9.92e-05,9.92e-05,9.92e-05
98,1432.91,0.22148,0.15368,0.87097,0.99949,1,0.995,0.981,0.24013,0.17617,0.67729,7.94e-05,7.94e-05,7.94e-05
99,1446.99,0.21746,0.15164,0.86507,0.99957,1,0.995,0.98097,0.24307,0.18179,0.67783,5.96e-05,5.96e-05,5.96e-05
100,1461.13,0.22092,0.15366,0.85378,0.99957,1,0.995,0.98258,0.23993,0.17474,0.67599,3.98e-05,3.98e-05,3.98e-05
