epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,876.164,0.03832,0.05055,0.85635,0.99967,1,0.995,0.92751,0.42408,0.36574,0.77323,0.0002378,0.0002378,0.0002378
91,925.301,0.03701,0.04987,0.84786,0.99971,1,0.995,0.9292,0.42223,0.36891,0.77329,0.000218,0.000218,0.000218
92,934.431,0.03569,0.04832,0.85618,0.99978,1,0.995,0.93057,0.41869,0.36451,0.77181,0.0001982,0.0001982,0.0001982
93,944.66,0.03496,0.04721,0.85461,0.99997,1,0.995,0.92698,0.42558,0.36919,0.77589,0.0001784,0.0001784,0.0001784
94,954.139,0.03202,0.04466,0.84754,0.99979,1,0.995,0.92685,0.41935,0.37043,0.77061,0.0001586,0.0001586,0.0001586
95,964.916,0.03183,0.0456,0.85564,0.99987,1,0.995,0.93045,0.4227,0.36924,0.77398,0.0001388,0.0001388,0.0001388
96,973.673,0.03127,0.044,0.84926,0.99985,1,0.995,0.93044,0.42171,0.37153,0.77182,0.000119,0.000119,0.000119
97,982.392,0.03052,0.04435,0.85565,0.99988,1,0.995,0.93265,0.42127,0.37161,0.77237,9.92e-05,9.92e-05,9.92e-05
98,991.706,0.02832,0.04139,0.8587,0.9999,1,0.995,0.93036,0.42003,0.36974,0.77166,7.94e-05,7.94e-05,7.94e-05
99,1000.45,0.03049,0.04582,0.85147,0.99984,1,0.995,0.92907,0.42191,0.37178,0.77296,5.96e-05,5.96e-05,5.96e-05
100,1008.41,0.02728,0.04076,0.84618,0.9998,1,0.995,0.93038,0.4212,0.37246,0.77169,3.98e-05,3.98e-05,3.98e-05
